stn;time;prestah0;tre200h0;rre150h0;su2000h0
BAS;2022041504;985.1;12.3;0;0
BAS;2022041505;985.4;12.1;0;0
BAS;2022041506;985.8;12.5;0;0
BAS;2022041507;986.1;13.6;0;0
BAS;2022041508;986.3;14;0;0
BAS;2022041509;986.5;14.6;0;0
BAS;2022041510;986.6;15.9;0;0.2
BAS;2022041511;986.4;18.1;0;1
BAS;2022041512;986.1;19.7;0;0.9
BAS;2022041513;985.7;20.5;0;0.9
BAS;2022041514;985.4;20.9;0;1
BAS;2022041515;985.1;21.1;0;1
BAS;2022041516;984.8;21.2;0;1
BAS;2022041517;984.7;20.5;0;1
BAS;2022041518;984.9;19;0;0.5
BAS;2022041519;985.2;17.8;0;0
BAS;2022041520;985.6;16.5;0;0
BAS;2022041521;985.9;15.2;0;0
BAS;2022041522;986.2;14.4;0;0
BAS;2022041523;986.6;14;0;0
BAS;2022041600;987.1;13;0;0
BAS;2022041601;987.1;11.6;0;0
BAS;2022041602;987.1;10.3;0;0
BAS;2022041603;987.2;9.3;0;0
BAS;2022041604;987.2;8.3;0;0
BAS;2022041605;987.4;7.6;0;0
BAS;2022041606;987.7;7.3;0;0
BAS;2022041607;988.1;7.9;0;0.7
BAS;2022041608;988.2;9.6;0;1
BAS;2022041609;988.2;11.6;0;1
BAS;2022041610;988.3;13.5;0;1
BAS;2022041611;988.3;14.1;0;0.5
BAS;2022041612;988.1;15.6;0;0.4
BAS;2022041613;988;16.2;0;0.6
BAS;2022041614;987.5;17.4;0;1
BAS;2022041615;987.2;17.1;0;1
BAS;2022041616;987.2;15.8;0;1
BAS;2022041617;987.6;14.6;0;1
BAS;2022041618;988.3;13.2;0;0.7
BAS;2022041619;988.8;12.3;0;0
BAS;2022041620;989.1;11.6;0;0
BAS;2022041621;989;11;0;0
BAS;2022041622;988.9;10.4;0;0
BAS;2022041623;988.9;10.1;0;0
BAS;2022041700;988.7;9.2;0;0
BAS;2022041701;988.5;8.3;0;0
BAS;2022041702;988.1;7.3;0;0
BAS;2022041703;987.8;6.6;0;0
BAS;2022041704;987.7;5.8;0;0
BAS;2022041705;987.4;5.6;0;0
BAS;2022041706;987.7;4.2;0;1
BAS;2022041707;987.5;6.1;0;1
BAS;2022041708;987.3;8;0;1
BAS;2022041709;987.2;9.5;0;1
BAS;2022041710;986.7;10.6;0;1
BAS;2022041711;986.2;12.8;0;1
BAS;2022041712;985.3;14.4;0;1
BAS;2022041713;984.3;15.7;0;1
BAS;2022041714;983.2;17.1;0;1
BAS;2022041715;982.4;18.1;0;1
BAS;2022041716;981.8;17.8;0;1
BAS;2022041717;981.6;16.8;0;1
BAS;2022041718;981.7;14.9;0;0.5
BAS;2022041719;981.9;13.5;0;0
BAS;2022041720;982.1;12.1;0;0
BAS;2022041721;982.2;11.4;0;0
BAS;2022041722;982.2;10.3;0;0
BAS;2022041723;982.2;9.5;0;0
BAS;2022041800;981.9;9;0;0
BAS;2022041801;981.3;7.8;0;0
BAS;2022041802;981;5.7;0;0
BAS;2022041803;980.6;6.4;0;0
BAS;2022041804;980.2;4.5;0;0
BAS;2022041805;980.2;4;0;0.1
BAS;2022041806;980.3;4.8;0;1
BAS;2022041807;980.5;7.1;0;1
BAS;2022041808;980.3;9.9;0;1
BAS;2022041809;980.1;12.3;0;1
BAS;2022041810;979.9;13.8;0;1
BAS;2022041811;979.4;14.6;0;1
BAS;2022041812;978.8;16.2;0;1
BAS;2022041813;978.3;16.6;0;1
BAS;2022041814;977.8;17.5;0;1
BAS;2022041815;977.2;18.4;0;1
BAS;2022041816;976.8;18.5;0;1
BAS;2022041817;976.6;18.1;0;1
BAS;2022041818;976.4;17.2;0;0.6
BAS;2022041819;976.6;15.7;0;0
BAS;2022041820;977.1;12.8;0;0
BAS;2022041821;977.1;10.1;0;0
BAS;2022041822;977.2;9.2;0;0
BAS;2022041823;977.2;7.6;0;0
BAS;2022041900;976.8;6.5;0;0
BAS;2022041901;976.3;5.8;0;0
BAS;2022041902;976;5.1;0;0
BAS;2022041903;975.8;4.6;0;0
BAS;2022041904;975.7;4;0;0
BAS;2022041905;975.7;4.1;0;0.1
BAS;2022041906;975.8;5.9;0;1
BAS;2022041907;975.9;8.1;0;1
BAS;2022041908;975.9;10.3;0;1
BAS;2022041909;975.6;12.5;0;1
BAS;2022041910;975.3;14.5;0;1
BAS;2022041911;974.8;16.1;0;1
BAS;2022041912;974.2;17.3;0;1
BAS;2022041913;973.7;17.9;0;1
BAS;2022041914;973.2;18.5;0;1
BAS;2022041915;972.8;19.2;0;1
BAS;2022041916;972.7;18.4;0;1
BAS;2022041917;972.5;17.6;0;0.4
BAS;2022041918;972.6;17;0;0.1
BAS;2022041919;972.9;15.6;0;0
BAS;2022041920;973.5;14.5;0;0
BAS;2022041921;973.9;12;0;0
BAS;2022041922;974.1;9.5;0;0
BAS;2022041923;974.2;8.6;0;0
BAS;2022042000;974.1;7.7;0;0
BAS;2022042001;973.8;6.9;0;0
BAS;2022042002;973.8;7;0;0
BAS;2022042003;973.9;7.6;0;0
BAS;2022042004;974;7;0;0
BAS;2022042005;974.1;5.4;0;0
BAS;2022042006;974.1;6.4;0;0.8
BAS;2022042007;974.1;8.2;0;1
BAS;2022042008;974;10.3;0;1
BAS;2022042009;973.9;12;0;1
BAS;2022042010;973.8;13.6;0;1
BAS;2022042011;973.4;14.6;0;1
BAS;2022042012;972.8;15.8;0;1
BAS;2022042013;972.6;16.8;0;1
BAS;2022042014;972.3;17.2;0;1
BAS;2022042015;972.1;18;0;1
BAS;2022042016;971.9;17.7;0;1
BAS;2022042017;971.8;16.9;0;0.9
BAS;2022042018;972.1;15.7;0;0
BAS;2022042019;972.4;14.8;0;0
BAS;2022042020;972.9;14;0;0
BAS;2022042021;973.1;12.7;0;0
BAS;2022042022;973;11.9;0;0
BAS;2022042023;973;10.8;0;0
BAS;2022042100;972.8;9.3;0;0
BAS;2022042101;972.6;8.4;0;0
BAS;2022042102;972.5;6.5;0;0
BAS;2022042103;972.2;5.5;0;0
BAS;2022042104;971.9;4.2;0;0
BAS;2022042105;971.8;3.5;0;0
BAS;2022042106;971.8;5;0;1
BAS;2022042107;971.7;6.8;0;1
BAS;2022042108;971.6;9;0;1
BAS;2022042109;971.3;11.3;0;1
BAS;2022042110;970.9;12.9;0;1
BAS;2022042111;970.2;14.5;0;1
BAS;2022042112;969.3;15.7;0;1
BAS;2022042113;968.7;17.1;0;1
BAS;2022042114;968.1;17.8;0;1
BAS;2022042115;967.5;18.1;0;1
BAS;2022042116;967.1;18.4;0;1
BAS;2022042117;966.8;17.6;0;0.7
BAS;2022042118;966.9;16.5;0;0.3
BAS;2022042119;966.7;15;0;0
BAS;2022042120;966.9;14;0;0
BAS;2022042121;966.8;12.5;0;0
BAS;2022042122;966.6;11.7;0;0
BAS;2022042123;966.4;10.7;0;0
BAS;2022042200;966.1;9.3;0;0
BAS;2022042201;965.7;8.2;0;0
BAS;2022042202;965.2;7.6;0;0
BAS;2022042203;964.9;6;0;0
BAS;2022042204;964.9;4.8;0;0
BAS;2022042205;964.9;4.6;0;0
BAS;2022042206;965;5.2;0;0.9
BAS;2022042207;964.9;7.4;0;1
BAS;2022042208;964.7;9.1;0;1
BAS;2022042209;964.5;11;0;1
BAS;2022042210;964.3;12.7;0;1
BAS;2022042211;964;14.2;0;1
BAS;2022042212;963.6;15.8;0;1
BAS;2022042213;963.4;16.3;0;1
BAS;2022042214;963.2;16.5;0;0.6
BAS;2022042215;963;17.7;0;0.5
BAS;2022042216;962.9;18;0;0.8
BAS;2022042217;962.8;17.8;0;0.7
BAS;2022042218;963.1;17.1;0;0
BAS;2022042219;963.4;16;0;0
BAS;2022042220;963.9;13.1;0;0
BAS;2022042221;964;11.2;0;0
BAS;2022042222;963.9;10.6;0;0
BAS;2022042223;963.9;10.2;0;0
BAS;2022042300;963.8;9.7;0;0
BAS;2022042301;963.7;8.6;0;0
BAS;2022042302;963.8;8.8;0;0
BAS;2022042303;963.8;9.3;0;0
BAS;2022042304;963.4;9.4;0;0
BAS;2022042305;963.4;9.1;0;0
BAS;2022042306;964.1;9.4;0;0
BAS;2022042307;964.4;10;0.1;0
BAS;2022042308;964.5;10.8;0;0
BAS;2022042309;964.8;11.3;0;0
BAS;2022042310;965;11.9;0;0
BAS;2022042311;965.4;11.7;0.1;0
BAS;2022042312;964.5;13.7;0;0.2
BAS;2022042313;964;15.2;0;0.3
BAS;2022042314;963.2;14.9;0;0
BAS;2022042315;963;14.7;0;0
BAS;2022042316;962.3;14.8;0;0
BAS;2022042317;961.7;15.1;0;0
BAS;2022042318;960.8;14.1;0;0
BAS;2022042319;960.6;13;0;0
BAS;2022042320;960.2;12.4;0;0
BAS;2022042321;959.5;12.1;0;0
BAS;2022042322;959.4;11.5;0;0
BAS;2022042323;959.7;11;0;0
BAS;2022042400;961.1;11.2;1.9;0
BAS;2022042401;961.9;9.1;1.4;0
BAS;2022042402;962.8;8.2;0.9;0
BAS;2022042403;963.5;7.8;2.4;0
BAS;2022042404;962.9;7.8;0.9;0
BAS;2022042405;962.9;7.6;0;0
BAS;2022042406;963.4;7.5;0;0
BAS;2022042407;963.9;8;0;0
BAS;2022042408;964.2;8.8;0;0
BAS;2022042409;964.6;9.9;0;0
BAS;2022042410;964.9;10.5;0;0
BAS;2022042411;965.4;10.8;0.2;0
BAS;2022042412;965.7;11.2;0.3;0
BAS;2022042413;966.2;10.9;0;0
BAS;2022042414;966.5;10.7;0;0
BAS;2022042415;967;10.6;0.1;0
BAS;2022042416;967.5;9.9;0.8;0
BAS;2022042417;967.9;9.7;0.4;0
BAS;2022042418;968.2;9.8;2.5;0
BAS;2022042419;968.5;9.7;1.5;0
BAS;2022042420;969.1;9.6;1.3;0
BAS;2022042421;969.5;9.6;2.5;0
BAS;2022042422;969.8;9.6;3.4;0
BAS;2022042423;970;9.6;3.6;0
BAS;2022042500;970.3;9.7;0.2;0
BAS;2022042501;970.4;9.9;0.1;0
BAS;2022042502;970.5;9.7;0;0
BAS;2022042503;970.6;9.9;0;0
BAS;2022042504;970.7;9.3;0;0
BAS;2022042505;971;9.8;0;0
BAS;2022042506;971.4;10.2;0;0
BAS;2022042507;971.5;11;0;0
BAS;2022042508;971.6;11.7;0;0
BAS;2022042509;972.4;11.7;1;0
BAS;2022042510;973.1;10.5;1.3;0
BAS;2022042511;973.3;12.2;0.1;0
BAS;2022042512;973.6;13.3;0;0
BAS;2022042513;973.7;14.8;0;0.7
BAS;2022042514;973.5;15.3;0;0.6
BAS;2022042515;973.8;14.1;0;0
BAS;2022042516;974.8;11.1;1.3;0
BAS;2022042517;975.1;9.9;1.8;0
BAS;2022042518;975.3;9.9;0.5;0
BAS;2022042519;975.4;9.7;0;0
BAS;2022042520;975.8;9.5;0;0
BAS;2022042521;976;9.6;0.1;0
BAS;2022042522;976;9.5;2.8;0
BAS;2022042523;976.1;9.4;0.3;0
BAS;2022042600;976;9.4;2.2;0
BAS;2022042601;975.8;9.3;0.3;0
BAS;2022042602;975.8;9.3;0.6;0
BAS;2022042603;975.9;8.9;1.2;0
BAS;2022042604;976.1;8.5;1.3;0
BAS;2022042605;976.3;8;1;0
BAS;2022042606;976.8;8;0.8;0
BAS;2022042607;977.5;8.1;0.4;0
BAS;2022042608;977.7;8.3;0.4;0
BAS;2022042609;978.3;10.4;0;0.8
BAS;2022042610;978.8;12.3;0;0.7
BAS;2022042611;978.9;13.1;0;0.3
BAS;2022042612;979.1;14;0;0.7
BAS;2022042613;979.4;13.9;0;0.2
BAS;2022042614;979.3;14.6;0;0.5
BAS;2022042615;979.3;14.8;0;0.6
BAS;2022042616;979.2;14.8;0;0.8
BAS;2022042617;979.4;14.7;0;0.9
BAS;2022042618;979.9;12.7;0;0
BAS;2022042619;980.5;12;0;0
BAS;2022042620;981.2;11.4;0;0
BAS;2022042621;981.6;9.8;0;0
BAS;2022042622;981.9;8.5;0;0
BAS;2022042623;982.2;7.1;0;0
BAS;2022042700;982.5;6.3;0;0
BAS;2022042701;982.6;6.4;0;0
BAS;2022042702;982.7;5.9;0;0
BAS;2022042703;983;6.2;0;0
BAS;2022042704;983.1;5.5;0;0
BAS;2022042705;983.5;5.2;0;0
BAS;2022042706;983.8;6.1;0;0
BAS;2022042707;984.1;6.8;0;0
BAS;2022042708;984.5;7.8;0;0.2
BAS;2022042709;984.5;10.1;0;1
BAS;2022042710;984.6;11.7;0;0.9
BAS;2022042711;984.5;13.3;0;1
BAS;2022042712;984.3;14.3;0;0.7
BAS;2022042713;983.9;15.5;0;0.8
BAS;2022042714;983.5;15.7;0;0.4
BAS;2022042715;983.3;16.2;0;0.6
BAS;2022042716;983.2;16.5;0;0.4
BAS;2022042717;983.4;16.4;0;0.5
BAS;2022042718;983.6;15.7;0;0.6
BAS;2022042719;984.1;14.4;0;0
BAS;2022042720;984.6;12.4;0;0
BAS;2022042721;985;11.7;0;0
BAS;2022042722;985.3;11.4;0;0
BAS;2022042723;985.6;9.5;0;0
BAS;2022042800;985.8;9;0;0
BAS;2022042801;985.7;7.6;0;0
BAS;2022042802;985.8;6.6;0;0
BAS;2022042803;985.9;5.9;0;0
BAS;2022042804;986.2;5.5;0;0
BAS;2022042805;986.6;5;0;0.2
BAS;2022042806;987.1;6.4;0;1
BAS;2022042807;987.6;9.3;0;1
BAS;2022042808;987.7;12.3;0;1
BAS;2022042809;987.9;14.4;0;1
BAS;2022042810;988;15.8;0;1
BAS;2022042811;987.8;16.6;0;1
BAS;2022042812;987.8;17.8;0;1
BAS;2022042813;987.6;18.6;0;1
BAS;2022042814;987.2;19.8;0;1
BAS;2022042815;986.8;20.5;0;1
BAS;2022042816;986.7;20.5;0;1
BAS;2022042817;986.7;20;0;1
BAS;2022042818;987;18.7;0;0.8
BAS;2022042819;987.5;17.1;0;0
BAS;2022042820;987.9;15.4;0;0
BAS;2022042821;988.2;13.9;0;0
BAS;2022042822;988.6;12.4;0;0
BAS;2022042823;988.8;11.4;0;0
BAS;2022042900;988.7;10.4;0;0
BAS;2022042901;988.4;10.4;0;0
BAS;2022042902;988.1;9.5;0;0
BAS;2022042903;987.7;7.5;0;0
BAS;2022042904;987.5;6.9;0;0
BAS;2022042905;987.8;6.9;0;0
BAS;2022042906;988;7.2;0;0
BAS;2022042907;988.2;10.2;0;1
BAS;2022042908;988;12.4;0;0.6
BAS;2022042909;987.7;14.7;0;1
BAS;2022042910;987.4;16.5;0;1
BAS;2022042911;986.9;17.6;0;1
BAS;2022042912;986.5;17.9;0;0.3
BAS;2022042913;986.2;18.5;0;0.6
BAS;2022042914;985.9;18.7;0;0.4
BAS;2022042915;985.7;18.6;0;0
BAS;2022042916;985.6;18.5;0;0.3
BAS;2022042917;985.5;17.7;0;0
BAS;2022042918;985.3;17;0;0
BAS;2022042919;985.5;15.7;0;0
BAS;2022042920;985.8;14.6;0;0
BAS;2022042921;986;13.9;0;0
BAS;2022042922;985.8;12.8;0;0
BAS;2022042923;985.6;12.8;0;0
BAS;2022043000;985.4;12.2;0;0
BAS;2022043001;985.2;11.9;0;0
BAS;2022043002;985;11.9;0;0
BAS;2022043003;984.7;11.4;0;0
BAS;2022043004;984.7;10.4;0;0
BAS;2022043005;984.6;9.3;0;0
BAS;2022043006;984.9;9.6;0;0.4
BAS;2022043007;985.1;11.8;0;1
BAS;2022043008;985.2;13.3;0;1
BAS;2022043009;985.3;14.2;0;1
BAS;2022043010;985;15;0;0.8
BAS;2022043011;984.5;16.1;0;1
BAS;2022043012;983.8;17.3;0;0.8
BAS;2022043013;983.4;16.8;0;0.3
BAS;2022043014;984.2;13.7;0;0
BAS;2022043015;984.1;13.7;0;0
BAS;2022043016;983.8;14.9;0;0.9
BAS;2022043017;983.7;14.3;0;0.7
BAS;2022043018;983.8;13.5;0;0.3
BAS;2022043019;984;12.9;0;0
BAS;2022043020;984.4;12;0;0
BAS;2022043021;984.6;11.2;0;0
BAS;2022043022;984.6;10.9;0;0
BAS;2022043023;984.6;9.6;0;0
BAS;2022050100;984.6;8.5;0;0
BAS;2022050101;984.5;8;0;0
BAS;2022050102;984.4;7.9;0;0
BAS;2022050103;984.1;7.2;0;0
BAS;2022050104;983.8;6.1;0;0
BAS;2022050105;983.9;6.5;0;0
BAS;2022050106;984.1;7.3;0;0
BAS;2022050107;984.3;8.4;0;0
BAS;2022050108;984.1;9.3;0;0
BAS;2022050109;984;10.5;0;0.4
BAS;2022050110;983.9;12.6;0;0.8
BAS;2022050111;983.6;13.6;0;0.8
BAS;2022050112;983;14.8;0;0.9
BAS;2022050113;982.3;15.5;0;1
BAS;2022050114;981.7;16.4;0;1
BAS;2022050115;981.1;17;0;1
BAS;2022050116;980.7;16.9;0;1
BAS;2022050117;980.6;16.7;0;1
BAS;2022050118;980.5;15.7;0;0.7
BAS;2022050119;980.8;14.4;0;0
BAS;2022050120;981.2;13.2;0;0
BAS;2022050121;981.4;11;0;0
BAS;2022050122;981.3;9.7;0;0
BAS;2022050123;980.9;8.3;0;0
BAS;2022050200;980.6;7.4;0;0
BAS;2022050201;980.3;6.7;0;0
BAS;2022050202;980;6.4;0;0
BAS;2022050203;979.9;6;0;0
BAS;2022050204;979.6;6.1;0;0
BAS;2022050205;979.5;6.1;0;0.3
BAS;2022050206;979.6;6.5;0;1
BAS;2022050207;979.6;9;0;1
BAS;2022050208;979.4;11.3;0;1
BAS;2022050209;979.2;13.9;0;1
BAS;2022050210;979;15.6;0;1
BAS;2022050211;978.6;16.6;0;1
BAS;2022050212;978.2;17.7;0;1
BAS;2022050213;977.8;18.3;0;1
BAS;2022050214;977.3;19.1;0;1
BAS;2022050215;976.9;19.3;0;1
BAS;2022050216;976.7;18.9;0;0.5
BAS;2022050217;976.5;18.1;0;0
BAS;2022050218;976.5;17.7;0;0
BAS;2022050219;976.8;16.6;0;0
BAS;2022050220;977.2;15.5;0;0
BAS;2022050221;977.5;12.9;0;0
BAS;2022050222;977.5;11.6;0;0
BAS;2022050223;977.5;11.1;0;0
BAS;2022050300;977.5;10.1;0;0
BAS;2022050301;977.2;10.1;0;0
BAS;2022050302;977.1;9.8;0;0
BAS;2022050303;977.2;8.7;0;0
BAS;2022050304;977.2;8.1;0;0
BAS;2022050305;977.4;7.9;0;0
BAS;2022050306;977.8;9.1;0;0.9
BAS;2022050307;978.1;11.6;0;1
BAS;2022050308;978.3;13.5;0;1
BAS;2022050309;978.3;15.7;0;1
BAS;2022050310;978.2;17.4;0;1
BAS;2022050311;977.8;19;0;1
BAS;2022050312;977.3;19.4;0;0.9
BAS;2022050313;976.9;21.2;0;0.9
BAS;2022050314;976.7;19.9;0;0.7
BAS;2022050315;976.6;20.2;0;0.5
BAS;2022050316;976.4;19.9;0;0.2
BAS;2022050317;976.5;19.6;0;1
BAS;2022050318;976.8;16.8;0;0.3
BAS;2022050319;977.5;15;0;0
BAS;2022050320;978.3;13.2;0;0
BAS;2022050321;978.7;11.8;0;0
BAS;2022050322;978.9;11.8;0;0
BAS;2022050323;979.1;11.5;0;0
BAS;2022050400;979.2;10.2;0;0
BAS;2022050401;979.2;10.1;0;0
BAS;2022050402;979.3;9.6;0;0
BAS;2022050403;979.4;9;0;0
BAS;2022050404;979.3;8.9;0;0
BAS;2022050405;979.5;9;0;0
BAS;2022050406;979.7;9.8;0;0
BAS;2022050407;979.9;11.7;0;0.5
BAS;2022050408;980;13.8;0;0.2
BAS;2022050409;980.1;15.4;0;0.8
BAS;2022050410;979.8;17.3;0;1
BAS;2022050411;979.1;19;0;0.9
BAS;2022050412;978.9;17.8;0.4;0.1
BAS;2022050413;979;15;0.7;0
BAS;2022050414;979.1;15.8;0;0
BAS;2022050415;979;18.3;0;1
BAS;2022050416;979.2;17.1;0;0.6
BAS;2022050417;979.4;15.6;0;0.1
BAS;2022050418;979.9;14.1;0;0
BAS;2022050419;980.3;13;0;0
BAS;2022050420;980.5;12;0;0
BAS;2022050421;981;12.5;0;0
BAS;2022050422;981.6;12.5;0;0
BAS;2022050423;981.9;11.8;0;0
BAS;2022050500;981.9;12;0.1;0
BAS;2022050501;981.9;11.6;0.3;0
BAS;2022050502;981.8;11.5;0;0
BAS;2022050503;981.8;11.4;0;0
BAS;2022050504;981.7;11.4;0;0
BAS;2022050505;981.9;11.5;0;0
BAS;2022050506;982.3;11.7;0;0
BAS;2022050507;982.6;12;0;0
BAS;2022050508;982.9;12.3;0;0
BAS;2022050509;983.2;12.2;0;0
BAS;2022050510;983.5;12.3;0.1;0
BAS;2022050511;983.7;11.6;0.8;0
BAS;2022050512;983.8;11.6;1.1;0
BAS;2022050513;983.8;11.7;1.3;0
BAS;2022050514;983.9;11.6;1.6;0
BAS;2022050515;984;11.6;1.4;0
BAS;2022050516;984.1;11.8;0.7;0
BAS;2022050517;984.2;11.7;0.3;0
BAS;2022050518;984.2;11.6;0;0
BAS;2022050519;984.6;11.3;0;0
BAS;2022050520;985.1;11.1;0.1;0
BAS;2022050521;985.6;11;0.3;0
BAS;2022050522;985.7;10.9;0.5;0
BAS;2022050523;985.6;10.7;0.3;0
BAS;2022050600;985.4;10.8;1.2;0
BAS;2022050601;985.2;10.5;0.6;0
BAS;2022050602;984.9;10.3;0.9;0
BAS;2022050603;984.8;10.2;0.6;0
BAS;2022050604;984.6;10.3;0.8;0
BAS;2022050605;984.7;10.3;0.1;0
BAS;2022050606;984.8;10.4;0.5;0
BAS;2022050607;985;10.6;0.2;0
BAS;2022050608;985.1;10.7;0.1;0
BAS;2022050609;985.2;10.9;0.1;0
BAS;2022050610;985.5;11.5;0;0
BAS;2022050611;985.6;12.4;0;0
BAS;2022050612;985.5;13;0;0
BAS;2022050613;985.3;13.5;0;0
BAS;2022050614;985.2;13.8;0;0
BAS;2022050615;985;14.2;0;0
BAS;2022050616;984.9;14.4;0;0
BAS;2022050617;984.9;14.7;0;0
BAS;2022050618;985;13.7;0;0
BAS;2022050619;985.4;12.5;0;0
BAS;2022050620;985.7;11.6;0;0
BAS;2022050621;986;11.4;0;0
BAS;2022050622;985.9;11.4;0;0
BAS;2022050623;985.7;11.2;0;0
BAS;2022050700;985.4;10.6;0;0
BAS;2022050701;985.1;10.2;0;0
BAS;2022050702;984.8;9.8;0;0
BAS;2022050703;984.8;10.3;0;0
BAS;2022050704;984.8;9.9;0;0
BAS;2022050705;984.9;9.9;0;0
BAS;2022050706;985.2;10;0;0
BAS;2022050707;985.4;10.1;0;0
BAS;2022050708;985.3;11.5;0;0
BAS;2022050709;985.3;12.7;0;0.7
BAS;2022050710;985.1;15.5;0;1
BAS;2022050711;984.7;16.8;0;0.6
BAS;2022050712;984.2;18.3;0;0.9
BAS;2022050713;983.6;19.3;0;0.9
BAS;2022050714;983;19.5;0;0.4
BAS;2022050715;982.5;19.1;0;0
BAS;2022050716;982.1;17.9;0;0.2
BAS;2022050717;981.9;19.3;0;0.1
BAS;2022050718;982.6;16.8;0.1;0
BAS;2022050719;983.1;15.6;0;0
BAS;2022050720;983.6;14.7;0;0
BAS;2022050721;983.9;13.2;0;0
BAS;2022050722;984;11.7;0;0
BAS;2022050723;984;10.9;0;0
BAS;2022050800;983.9;11.1;0;0
BAS;2022050801;983.8;11;0;0
BAS;2022050802;983.6;10.9;0;0
BAS;2022050803;983.5;10.8;0;0
BAS;2022050804;983.5;10.2;0;0
BAS;2022050805;983.7;9.8;0;0
BAS;2022050806;984.1;11.1;0;0.9
BAS;2022050807;984.3;12.9;0;1
BAS;2022050808;984.5;14.4;0;0.9
BAS;2022050809;984.5;16;0;0.8
BAS;2022050810;984.5;16.3;0;0
BAS;2022050811;984.5;17;0;0
BAS;2022050812;984.4;17.9;0;0
BAS;2022050813;984.3;17.6;0;0
BAS;2022050814;984.1;18.7;0;0
BAS;2022050815;983.9;18.7;0;0
BAS;2022050816;983.9;19.1;0;0.1
BAS;2022050817;984;17.5;0;0
BAS;2022050818;984;18;0;0
BAS;2022050819;984.3;17;0;0
BAS;2022050820;984.9;16;0;0
BAS;2022050821;985.4;15.2;0;0
BAS;2022050822;985.6;13.9;0;0
BAS;2022050823;985.7;12.9;0;0
BAS;2022050900;985.6;11;0;0
BAS;2022050901;985.5;10.6;0;0
BAS;2022050902;985.6;11.3;0;0
BAS;2022050903;985.7;11.6;0;0
BAS;2022050904;985.8;11.8;0;0
BAS;2022050905;986.1;12.1;0;0
BAS;2022050906;986.4;12.6;0;0
BAS;2022050907;986.7;13.6;0;0
BAS;2022050908;986.8;15;0;0.4
BAS;2022050909;986.8;17.4;0;1
BAS;2022050910;986.7;18.4;0;0.7
BAS;2022050911;986.6;19;0;0.7
BAS;2022050912;986.2;20.6;0;1
BAS;2022050913;985.8;21.3;0;0.9
BAS;2022050914;985.3;22.1;0;1
BAS;2022050915;984.7;22.3;0;0.6
BAS;2022050916;984.3;22.8;0;0.6
BAS;2022050917;984.3;21.8;0;0.1
BAS;2022050918;984.4;20.9;0;0
BAS;2022050919;984.7;19.2;0;0
BAS;2022050920;985.2;18.8;0;0
BAS;2022050921;985.5;16.7;0;0
BAS;2022050922;985.4;15.2;0;0
BAS;2022050923;985.3;14.2;0;0
BAS;2022051000;985.5;13.4;0;0
BAS;2022051001;985.4;12.8;0;0
BAS;2022051002;985.1;12.4;0;0
BAS;2022051003;984.9;12;0;0
BAS;2022051004;984.8;11.7;0;0
BAS;2022051005;984.6;11.7;0;0.4
BAS;2022051006;985;13;0;1
BAS;2022051007;985.2;15;0;1
BAS;2022051008;985.2;17.2;0;1
BAS;2022051009;985.1;19.2;0;1
BAS;2022051010;984.8;21.3;0;1
BAS;2022051011;984.5;22.7;0;1
BAS;2022051012;984;23.6;0;0.9
BAS;2022051013;983.4;24.3;0;1
BAS;2022051014;982.8;24.7;0;0.8
BAS;2022051015;982.4;24.5;0;0.4
BAS;2022051016;982;24.3;0;0.2
BAS;2022051017;981.8;23.5;0;0.1
BAS;2022051018;981.7;22.8;0;0
BAS;2022051019;981.7;21.4;0;0
BAS;2022051020;982;19.7;0;0
BAS;2022051021;982.2;18.6;0;0
BAS;2022051022;982.2;17.6;0;0
BAS;2022051023;982.2;17.4;0;0
BAS;2022051100;981.9;15.7;0;0
BAS;2022051101;981.5;14.9;0;0
BAS;2022051102;981.2;14;0;0
BAS;2022051103;981.2;14.3;0;0
BAS;2022051104;981.1;14.1;0;0
BAS;2022051105;981.1;13.9;0;0.2
BAS;2022051106;981.3;14.7;0;0.9
BAS;2022051107;981.2;16.9;0;1
BAS;2022051108;980.9;19.4;0;1
BAS;2022051109;980.7;22.7;0;1
BAS;2022051110;980.3;25.3;0;1
BAS;2022051111;979.9;25.9;0;1
BAS;2022051112;979.5;26.3;0;1
BAS;2022051113;979;26.9;0;0.9
BAS;2022051114;978.6;27.1;0;0.6
BAS;2022051115;978.2;27.6;0;0.6
BAS;2022051116;978;27.7;0;1
BAS;2022051117;977.9;27.4;0;1
BAS;2022051118;977.9;26.4;0;0.8
BAS;2022051119;978.3;24.6;0;0
BAS;2022051120;978.8;20.8;0;0
BAS;2022051121;979.1;19;0;0
BAS;2022051122;979.2;18;0;0
BAS;2022051123;979.5;17.8;0;0
BAS;2022051200;980.4;16.8;0;0
BAS;2022051201;980.7;15.6;0;0
BAS;2022051202;980.9;15.3;0;0
BAS;2022051203;981.4;14;0;0
BAS;2022051204;981.8;13.5;0;0
BAS;2022051205;982.5;13.4;0;0
BAS;2022051206;983.2;14.8;0;0.3
BAS;2022051207;983.7;17.8;0;1
BAS;2022051208;983.9;19.6;0;1
BAS;2022051209;983.9;21.2;0;1
BAS;2022051210;983.7;21.9;0;1
BAS;2022051211;983.2;23.4;0;1
BAS;2022051212;982.6;24.2;0;0.6
BAS;2022051213;982.2;24.3;0;0.5
BAS;2022051214;981.8;25.2;0;1
BAS;2022051215;981.6;24.9;0;0.5
