stn;time;prestah0;tre200h0;rre150h0;su2000h0
BAS;2022101504;975.5;16.5;0;0
BAS;2022101505;975.6;16.5;0;0
BAS;2022101506;976;16.6;0;0
BAS;2022101507;976.5;16.4;0;0
BAS;2022101508;976.9;17.1;0;0
BAS;2022101509;977.1;17.8;0;0
BAS;2022101510;977.3;18;0;0
BAS;2022101511;977.3;18.1;0;0
BAS;2022101512;977;18.7;0;0.2
BAS;2022101513;976.8;19.7;0;0.2
BAS;2022101514;976.6;18.5;0.2;0
BAS;2022101515;976.6;18.2;0;0.1
BAS;2022101516;976.6;18;0;0.1
BAS;2022101517;977.1;16.6;0;0
BAS;2022101518;977.5;15.5;0;0
BAS;2022101519;977.4;15.2;0;0
BAS;2022101520;977.7;14.9;0;0
BAS;2022101521;978.1;14.6;0;0
BAS;2022101522;978.2;14;0;0
BAS;2022101523;978.6;13.9;0;0
BAS;2022101600;978.7;14.1;0;0
BAS;2022101601;978.7;14;0;0
BAS;2022101602;978.9;13.9;0;0
BAS;2022101603;979.1;13.8;0;0
BAS;2022101604;979.1;13.7;0;0
BAS;2022101605;979;13.5;0;0
BAS;2022101606;979.2;13.7;0;0
BAS;2022101607;979.9;14.1;0;0
BAS;2022101608;980.7;15.2;0;0.5
BAS;2022101609;981.2;16.8;0;0.9
BAS;2022101610;981.3;18.4;0;0.8
BAS;2022101611;981.4;20.7;0;1
BAS;2022101612;981;21.9;0;1
BAS;2022101613;980.6;22.9;0;1
BAS;2022101614;980.4;23.7;0;1
BAS;2022101615;980.4;24.1;0;1
BAS;2022101616;980.6;23.7;0;0.9
BAS;2022101617;981.1;20.1;0;0
BAS;2022101618;982;19;0;0
BAS;2022101619;982.8;16.9;0;0
BAS;2022101620;983.4;16.3;0;0
BAS;2022101621;984.1;16.4;0;0
BAS;2022101622;984.4;15.8;0;0
BAS;2022101623;984.5;15.3;0;0
BAS;2022101700;984.6;14.6;0;0
BAS;2022101701;984.8;14.1;0;0
BAS;2022101702;984.9;13.7;0;0
BAS;2022101703;985;13.5;0;0
BAS;2022101704;985.2;13.4;0;0
BAS;2022101705;985.6;12.9;0;0
BAS;2022101706;985.9;12.8;0;0
BAS;2022101707;986.4;13.1;0;0
BAS;2022101708;987;14.3;0;0.4
BAS;2022101709;987.6;15.9;0;1
BAS;2022101710;987.7;17.8;0;1
BAS;2022101711;988;20.1;0;1
BAS;2022101712;988.2;21.8;0;1
BAS;2022101713;988.1;23.1;0;1
BAS;2022101714;987.8;23.4;0;1
BAS;2022101715;987.7;23.2;0;1
BAS;2022101716;987.8;22.4;0;0.9
BAS;2022101717;988.1;19.8;0;0
BAS;2022101718;988.8;17.4;0;0
BAS;2022101719;989.2;16.6;0;0
BAS;2022101720;989.3;15.4;0;0
BAS;2022101721;989.6;15.1;0;0
BAS;2022101722;989.7;15.8;0;0
BAS;2022101723;989.4;15.4;0;0
BAS;2022101800;989.3;15.4;0;0
BAS;2022101801;989.2;15.1;0;0
BAS;2022101802;989.1;15.3;0;0
BAS;2022101803;989.2;14.2;0;0
BAS;2022101804;989.6;13.2;0;0
BAS;2022101805;989.9;13.7;0;0
BAS;2022101806;990;13.7;0;0
BAS;2022101807;990.3;13.8;0;0
BAS;2022101808;990.6;15;0;0.2
BAS;2022101809;990.7;16.6;0;0.8
BAS;2022101810;990.6;18.8;0;1
BAS;2022101811;990.4;20.6;0;1
BAS;2022101812;990.1;21.8;0;1
BAS;2022101813;989.5;22.5;0;1
BAS;2022101814;989.2;22.7;0;1
BAS;2022101815;989.1;22.7;0;1
BAS;2022101816;988.7;21.9;0;1
BAS;2022101817;988.5;19.1;0;0
BAS;2022101818;988.9;17.5;0;0
BAS;2022101819;989.2;16.5;0;0
BAS;2022101820;989.3;15.6;0;0
BAS;2022101821;989.3;14.6;0;0
BAS;2022101822;989.2;13.4;0;0
BAS;2022101823;988.9;12.6;0;0
BAS;2022101900;988.5;12.4;0;0
BAS;2022101901;988.3;12.1;0;0
BAS;2022101902;988.2;13;0;0
BAS;2022101903;987.7;13.3;0;0
BAS;2022101904;987.4;13.1;0;0
BAS;2022101905;987.3;12.3;0;0
BAS;2022101906;987.1;12;0;0
BAS;2022101907;987.1;12.1;0;0
BAS;2022101908;987.1;12.7;0;0
BAS;2022101909;987;13.8;0;0.2
BAS;2022101910;986.6;15.2;0;1
BAS;2022101911;986.2;17.3;0;1
BAS;2022101912;985.4;18.7;0;1
BAS;2022101913;984.5;18.9;0;1
BAS;2022101914;983.9;19.2;0;0.8
BAS;2022101915;983.8;16.6;0;0.7
BAS;2022101916;983.6;15.3;0;0
BAS;2022101917;983.2;14.3;0;0
BAS;2022101918;983.4;13.4;0;0
BAS;2022101919;983.2;14.8;0;0
BAS;2022101920;982.7;15.5;0;0
BAS;2022101921;982.3;15.9;0;0
BAS;2022101922;982.3;15.6;0;0
BAS;2022101923;981.9;15.3;0;0
BAS;2022102000;981.3;15.1;0;0
BAS;2022102001;980.8;15;0;0
BAS;2022102002;980.6;14.9;0;0
BAS;2022102003;980.1;14.8;0;0
BAS;2022102004;979.7;14.7;0;0
BAS;2022102005;979.4;14.6;0;0
BAS;2022102006;979.2;14.4;0;0
BAS;2022102007;979.9;14.5;0;0
BAS;2022102008;980.7;14.4;0;0
BAS;2022102009;980.8;15.7;0;0.1
BAS;2022102010;980.5;16;0;0
BAS;2022102011;979.7;16.5;0;0
BAS;2022102012;979.5;17.4;0;0
BAS;2022102013;978.9;17.8;0;0
BAS;2022102014;978.7;17.7;0;0
BAS;2022102015;978.5;17.8;0;0
BAS;2022102016;978;17.4;0;0
BAS;2022102017;977.8;17.1;0;0
BAS;2022102018;977.8;16.8;0;0
BAS;2022102019;977.4;17;0;0
BAS;2022102020;977.2;16.9;0;0
BAS;2022102021;977.2;16.8;0;0
BAS;2022102022;977.3;16.6;0;0
BAS;2022102023;977.2;16.2;0;0
BAS;2022102100;976.9;16.1;0;0
BAS;2022102101;976.6;15.8;0;0
BAS;2022102102;976.3;15.7;0;0
BAS;2022102103;976.2;15.4;1.1;0
BAS;2022102104;976.2;14.9;1.2;0
BAS;2022102105;975.5;14.8;1.6;0
BAS;2022102106;975.1;14.7;1.1;0
BAS;2022102107;974.8;14.9;0.2;0
BAS;2022102108;976.9;15.5;1.7;0
BAS;2022102109;977.3;15.4;1.3;0
BAS;2022102110;977.5;15.1;0.5;0
BAS;2022102111;977.9;15.6;0.3;0
BAS;2022102112;978;15.7;1.3;0
BAS;2022102113;977.9;15.8;1.1;0
BAS;2022102114;977.6;15.7;1.3;0
BAS;2022102115;977.1;15.6;0;0
BAS;2022102116;976.9;15.3;0;0
BAS;2022102117;976.4;15.1;0;0
BAS;2022102118;976.1;15.6;0;0
BAS;2022102119;976;15.6;0.1;0
BAS;2022102120;976.4;15.5;0.1;0
BAS;2022102121;977.4;14.6;1;0
BAS;2022102122;978.1;13.4;3.9;0
BAS;2022102123;978.3;13;0.9;0
BAS;2022102200;977.8;13.2;0.1;0
BAS;2022102201;977.9;13.2;0.1;0
BAS;2022102202;978.1;13.4;0;0
BAS;2022102203;978.3;13.4;0;0
BAS;2022102204;978.6;13.3;0;0
BAS;2022102205;979;13.1;0;0
BAS;2022102206;979.2;12.9;0;0
BAS;2022102207;979.9;12.9;0;0
BAS;2022102208;980.5;13.5;0;0.3
BAS;2022102209;980.7;15.5;0;1
BAS;2022102210;980.9;17.4;0;1
BAS;2022102211;981.1;19.1;0;1
BAS;2022102212;981;20;0;1
BAS;2022102213;980.7;20.4;0;1
BAS;2022102214;980.2;20.8;0;1
BAS;2022102215;980;20.6;0;1
BAS;2022102216;980;19.8;0;1
BAS;2022102217;980;17.9;0;0
BAS;2022102218;980.1;17.1;0;0
BAS;2022102219;980.3;16.1;0;0
BAS;2022102220;980.3;15.4;0;0
BAS;2022102221;980.3;15;0;0
BAS;2022102222;980.3;14.6;0;0
BAS;2022102223;980.1;14.6;0;0
BAS;2022102300;980;14.1;0;0
BAS;2022102301;979.7;14.1;0;0
BAS;2022102302;979.3;14;0;0
BAS;2022102303;978.8;13.1;0;0
BAS;2022102304;978.3;13.1;0;0
BAS;2022102305;978.2;13;0;0
BAS;2022102306;978.2;12.5;0;0
BAS;2022102307;978;12.9;0;0
BAS;2022102308;978;13.9;0;0.5
BAS;2022102309;977.7;14.9;0;0.5
BAS;2022102310;977.2;15.8;0;0
BAS;2022102311;977.2;17.3;0;0.7
BAS;2022102312;976.5;18.3;0;0.6
BAS;2022102313;975.6;18.5;0;0.2
BAS;2022102314;975;19.1;0;0.7
BAS;2022102315;974.9;18.3;0;0
BAS;2022102316;974.3;17.7;0;0
BAS;2022102317;974.3;18.1;0;0
BAS;2022102318;975.7;22;0;0
BAS;2022102319;976.6;23.1;0;0
BAS;2022102320;976.3;21.8;0;0
BAS;2022102321;976.7;20.5;0;0
BAS;2022102322;976.8;21;0;0
BAS;2022102323;976.8;20.3;0;0
BAS;2022102400;976.5;21.2;0;0
BAS;2022102401;976.9;20.3;0;0
BAS;2022102402;977.1;19.2;0;0
BAS;2022102403;977.1;18.7;0.2;0
BAS;2022102404;977.5;17.3;0.1;0
BAS;2022102405;977.2;18.1;0;0
BAS;2022102406;977.1;17.8;0;0
BAS;2022102407;977.4;17;0.8;0
BAS;2022102408;978;15.2;1.7;0
BAS;2022102409;978.6;15;2.1;0
BAS;2022102410;979.4;14.3;4.5;0
BAS;2022102411;979.7;14.4;0.6;0
BAS;2022102412;979.2;14.9;0.4;0
BAS;2022102413;979.1;15.3;0;0
BAS;2022102414;979;15.5;0;0
BAS;2022102415;979;16.4;0;0.2
BAS;2022102416;979;16.9;0;0.6
BAS;2022102417;979.1;15.3;0;0
BAS;2022102418;979.5;15.2;0;0
BAS;2022102419;980.2;13.9;0;0
BAS;2022102420;980.4;13.9;0;0
BAS;2022102421;980.6;13.4;0;0
BAS;2022102422;981.7;12.8;2.1;0
BAS;2022102423;982.1;12.5;0;0
BAS;2022102500;982.5;12.4;0;0
BAS;2022102501;982.7;12;0;0
BAS;2022102502;982.6;11.5;0;0
BAS;2022102503;982.5;11.1;0.1;0
BAS;2022102504;982.4;10.8;0;0
BAS;2022102505;982.4;10.6;0;0
BAS;2022102506;982.6;10.6;0;0
BAS;2022102507;982.9;10.7;0;0
BAS;2022102508;983.3;11.4;0;0.4
BAS;2022102509;983.3;13.1;0;1
BAS;2022102510;983.2;14.8;0;1
BAS;2022102511;983;16;0;1
BAS;2022102512;982.7;17.2;0;1
BAS;2022102513;982.1;18.2;0;1
BAS;2022102514;981.7;18.4;0;1
BAS;2022102515;981.3;17.7;0;0.2
BAS;2022102516;981;16.8;0;0
BAS;2022102517;980.7;15.7;0;0
BAS;2022102518;980.5;15.3;0;0
BAS;2022102519;980.2;15;0;0
BAS;2022102520;979.8;14.6;0;0
BAS;2022102521;979.5;14.6;0;0
BAS;2022102522;979.5;14.7;0;0
BAS;2022102523;979.2;14.5;0.1;0
BAS;2022102600;979.1;14.5;0;0
BAS;2022102601;979.2;14.4;0;0
BAS;2022102602;980.6;14.1;0.2;0
BAS;2022102603;980.7;13.8;0;0
BAS;2022102604;980.6;13.6;0;0
BAS;2022102605;980.6;13.5;0.1;0
BAS;2022102606;981;13.4;0.3;0
BAS;2022102607;981.7;13.4;0;0
BAS;2022102608;982.5;14.2;0.1;0
BAS;2022102609;983.1;15.6;0;0.9
BAS;2022102610;983.5;17.4;0;0.8
BAS;2022102611;983.8;19.6;0;0.9
BAS;2022102612;984;21.1;0;1
BAS;2022102613;984.2;21.8;0;1
BAS;2022102614;984.3;21.8;0;0.9
BAS;2022102615;984.5;21.6;0;0.8
BAS;2022102616;984.7;20.7;0;0.5
BAS;2022102617;985.1;17.4;0;0
BAS;2022102618;985.8;16.5;0;0
BAS;2022102619;986.6;15;0;0
BAS;2022102620;986.7;14.7;0;0
BAS;2022102621;986.8;14.6;0;0
BAS;2022102622;987;14;0;0
BAS;2022102623;986.9;13.2;0;0
BAS;2022102700;986.7;12.8;0;0
BAS;2022102701;986.9;12.4;0;0
BAS;2022102702;987.2;11.8;0;0
BAS;2022102703;987.2;12;0;0
BAS;2022102704;987.1;11.9;0;0
BAS;2022102705;987.2;11.9;0;0
BAS;2022102706;987.2;11.9;0;0
BAS;2022102707;987.3;12.1;0;0
BAS;2022102708;987.8;13.5;0;0.6
BAS;2022102709;988.1;15.2;0;1
BAS;2022102710;988;16.8;0;1
BAS;2022102711;987.9;18.6;0;1
BAS;2022102712;987.4;19.9;0;1
BAS;2022102713;987;20.8;0;1
BAS;2022102714;986.6;21.1;0;1
BAS;2022102715;986.7;20.9;0;1
BAS;2022102716;987;19.3;0;0.1
BAS;2022102717;987.4;18.4;0;0
BAS;2022102718;987.6;17.6;0;0
BAS;2022102719;987.8;16.7;0;0
BAS;2022102720;987.7;16.2;0;0
BAS;2022102721;987.6;15.8;0;0
BAS;2022102722;987.6;15.6;0;0
BAS;2022102723;987.4;15.5;0;0
BAS;2022102800;987.2;15.5;0;0
BAS;2022102801;987.3;15.3;0;0
BAS;2022102802;987.2;15;0;0
BAS;2022102803;986.9;14.5;0;0
BAS;2022102804;986.7;14.5;0;0
BAS;2022102805;986.6;14.7;0;0
BAS;2022102806;986.5;14.4;0;0
BAS;2022102807;986.6;14.5;0;0
BAS;2022102808;987;14.8;0;0
BAS;2022102809;987.3;15.9;0;0.6
BAS;2022102810;987.3;18;0;0.9
BAS;2022102811;987.1;18.4;0;0.4
BAS;2022102812;986.8;20.1;0;0.7
BAS;2022102813;986.6;21.3;0;0.9
BAS;2022102814;986.6;21.7;0;1
BAS;2022102815;986.3;21;0;0.7
BAS;2022102816;986.5;20.2;0;0.4
BAS;2022102817;986.8;17.8;0;0
BAS;2022102818;987.2;17.6;0;0
BAS;2022102819;987.6;16.6;0;0
BAS;2022102820;987.8;16.1;0;0
BAS;2022102821;987.9;15.3;0;0
BAS;2022102822;987.8;14.9;0;0
BAS;2022102823;987.8;14.8;0;0
BAS;2022102900;987.7;14.7;0;0
BAS;2022102901;987.5;13.8;0;0
BAS;2022102902;987.3;13.7;0;0
BAS;2022102903;987;13.8;0;0
BAS;2022102904;986.6;13.5;0;0
BAS;2022102905;986.6;13.5;0;0
BAS;2022102906;986.3;13.3;0;0
BAS;2022102907;986.2;13.4;0;0
BAS;2022102908;986.4;14.2;0;0.2
BAS;2022102909;986.3;16.1;0;1
BAS;2022102910;986.3;18.2;0;1
BAS;2022102911;986.3;19.6;0;1
BAS;2022102912;985.7;21;0;1
BAS;2022102913;985;21.7;0;1
BAS;2022102914;984.4;22.1;0;0.7
BAS;2022102915;984.1;21.7;0;0.3
BAS;2022102916;983.9;20.4;0;0
BAS;2022102917;983.9;19.1;0;0
BAS;2022102918;984;17.9;0;0
BAS;2022102919;984.2;17.3;0;0
BAS;2022102920;984.6;16.4;0;0
BAS;2022102921;984.8;15.6;0;0
BAS;2022102922;984.8;15.3;0;0
BAS;2022102923;984.7;14.7;0;0
BAS;2022103000;984.5;14.2;0;0
BAS;2022103001;984.1;14.1;0;0
BAS;2022103002;983.8;13.9;0;0
BAS;2022103003;983.6;13.2;0;0
BAS;2022103004;983.5;13.6;0;0
BAS;2022103005;983.6;12.7;0;0
BAS;2022103006;983.5;12.4;0;0
BAS;2022103007;983.5;12;0;0
BAS;2022103008;983.8;13;0;0.2
BAS;2022103009;983.9;14.7;0;1
BAS;2022103010;983.8;16.4;0;1
BAS;2022103011;983.9;18.3;0;0.5
BAS;2022103012;983.7;19.1;0;0.2
BAS;2022103013;983.3;20.1;0;0.7
BAS;2022103014;982.9;21;0;1
BAS;2022103015;982.8;21;0;1
BAS;2022103016;982.7;19.8;0;0.3
BAS;2022103017;983.1;17.4;0;0
BAS;2022103018;983.7;15.9;0;0
BAS;2022103019;984.3;15.2;0;0
BAS;2022103020;984.5;14.3;0;0
BAS;2022103021;984.6;13.9;0;0
BAS;2022103022;984.8;13.6;0;0
BAS;2022103023;984.7;12.7;0;0
BAS;2022103100;984.6;12;0;0
BAS;2022103101;984.5;11.7;0;0
BAS;2022103102;984.3;11.3;0;0
BAS;2022103103;983.9;10.7;0;0
BAS;2022103104;983.7;10.5;0;0
BAS;2022103105;983.4;10.2;0;0
BAS;2022103106;983.4;10;0;0
BAS;2022103107;983.2;10.4;0;0
BAS;2022103108;983.6;10.8;0;0
BAS;2022103109;983.5;11.6;0;0
BAS;2022103110;983.1;12.7;0;0
BAS;2022103111;982.9;14.5;0;0.4
BAS;2022103112;982;16.5;0;0.8
BAS;2022103113;981;18.1;0;0.8
BAS;2022103114;979.8;18.8;0;0.4
BAS;2022103115;979.3;18.7;0;0.7
BAS;2022103116;979.3;17.3;0;0
BAS;2022103117;979.8;16;0;0
BAS;2022103118;980.3;14.3;0;0
BAS;2022103119;980.4;14;0;0
BAS;2022103120;980.1;13.5;0;0
BAS;2022103121;980;13.2;0;0
BAS;2022103122;980.1;12.7;0;0
BAS;2022103123;980;13;0;0
BAS;2022110100;979.9;12.9;0;0
BAS;2022110101;979.8;12.8;0.1;0
BAS;2022110102;980.6;13.2;0;0
BAS;2022110103;981;14.8;0;0
BAS;2022110104;981.4;13.4;0;0
BAS;2022110105;982.6;14;0.9;0
BAS;2022110106;982.6;13.9;1.1;0
BAS;2022110107;983.1;13.9;0.1;0
BAS;2022110108;983.7;13.7;0.1;0
BAS;2022110109;984;14.2;0;0
BAS;2022110110;984.3;14.9;0;0
BAS;2022110111;984.7;16.3;0;0
BAS;2022110112;984.5;17;0;0.3
BAS;2022110113;984.5;16.7;0;0.2
BAS;2022110114;984.6;15.9;0;0.2
BAS;2022110115;984.7;16.2;0;0.7
BAS;2022110116;984.9;15.3;0;0.1
BAS;2022110117;985.2;13.9;0;0
BAS;2022110118;985.6;11.3;0;0
BAS;2022110119;985.8;10.8;0;0
BAS;2022110120;985.8;9.6;0;0
BAS;2022110121;986;9.2;0;0
BAS;2022110122;986.4;8.8;0;0
BAS;2022110123;986.9;8.1;0;0
;;;;;
stn;time;prestah0;tre200h0;rre150h0;su2000h0
RUE;2021110100;934.4;14.1;0;0
RUE;2021110101;934.1;14.6;0;0
RUE;2021110102;934.1;14;0.2;0
RUE;2021110103;934.7;10.6;2;0
RUE;2021110104;935.3;9.1;2.2;0
RUE;2021110105;935.9;8;1.5;0
RUE;2021110106;936;7.6;1.4;0
RUE;2021110107;936.4;7.7;1.6;0
RUE;2021110108;936.9;7.5;0.8;0
RUE;2021110109;936.6;8.5;0.1;0
RUE;2021110110;936.4;8.7;0;0
RUE;2021110111;936.1;9;0;0
RUE;2021110112;935.5;9.6;0;0
RUE;2021110113;934.8;9.9;0;0
RUE;2021110114;934.3;10.1;0;0.2
RUE;2021110115;934.1;9.8;0;0
RUE;2021110116;934.1;9.6;0;0
RUE;2021110117;934.8;7.7;0.1;0
RUE;2021110118;934.8;6.9;0.2;0
RUE;2021110119;934.9;6.5;0;0
RUE;2021110120;934.9;6.8;0;0
RUE;2021110121;934.8;6.4;0;0
RUE;2021110122;934.5;7;0;0
RUE;2021110123;934.3;7.6;0;0
RUE;2021110200;934;7.1;0.1;0
RUE;2021110201;933.7;6.6;0.1;0
RUE;2021110202;933.5;5.9;0;0
RUE;2021110203;933.2;5.8;0;0
RUE;2021110204;932.7;5.6;0;0
RUE;2021110205;932.5;5.5;0;0
RUE;2021110206;932.5;5.8;0.1;0
RUE;2021110207;932.7;6.1;0.2;0
RUE;2021110208;933.1;6.7;0;0
RUE;2021110209;933.4;7.3;0;0
RUE;2021110210;933.6;7.5;0;0.1
RUE;2021110211;933.6;8;0;0
RUE;2021110212;933.5;8.9;0;0.1
RUE;2021110213;933.5;8.5;0.1;0
RUE;2021110214;933.7;8.1;0.5;0.5
RUE;2021110215;933.7;8;0.1;0
RUE;2021110216;933.7;7.3;0.2;0.2
RUE;2021110217;933.6;6.5;0;0
RUE;2021110218;933.6;6.4;0;0
RUE;2021110219;933.6;6.5;0;0
RUE;2021110220;933.4;6.1;0;0
RUE;2021110221;933.2;5.6;0;0
RUE;2021110222;932.7;6;0;0
RUE;2021110223;932;5.1;0;0
RUE;2021110300;931.5;5;0;0
RUE;2021110301;931.2;4.7;0;0
RUE;2021110302;931.1;4.5;0;0
RUE;2021110303;930.4;4.8;0;0
RUE;2021110304;929.7;4.6;0;0
RUE;2021110305;929;4.6;0;0
RUE;2021110306;928.7;4.5;0;0
RUE;2021110307;928.7;4.6;0;0
RUE;2021110308;929.2;4.7;0;0
RUE;2021110309;929.8;5.1;0;0
RUE;2021110310;930.2;5.9;0;0
RUE;2021110311;930.6;6.2;0.9;0
RUE;2021110312;930.7;6;0.9;0
RUE;2021110313;930.2;6.2;0.1;0
RUE;2021110314;930.2;6;0;0
RUE;2021110315;930.3;6.2;0;0
RUE;2021110316;930.5;6.3;0;0
RUE;2021110317;930.4;6.4;0;0
RUE;2021110318;930.8;5.9;0.3;0
RUE;2021110319;931.3;5.1;0.1;0
RUE;2021110320;931.5;4.9;0;0
RUE;2021110321;931.9;4.9;0;0
RUE;2021110322;932.1;5.1;0;0
RUE;2021110323;932.2;4.2;0;0
RUE;2021110400;931.9;3.7;0;0
RUE;2021110401;932.1;3.7;0;0
RUE;2021110402;932;3.8;0;0
RUE;2021110403;932.2;3.9;0;0
RUE;2021110404;932.9;3.8;0;0
RUE;2021110405;933.6;4.1;0;0
RUE;2021110406;933.9;4;0.1;0
RUE;2021110407;934.8;3.9;0.3;0
RUE;2021110408;935.9;3.9;0;0
RUE;2021110409;936.7;4.1;0;0
RUE;2021110410;937.4;5.1;0;0
RUE;2021110411;938.2;5.4;0;0
RUE;2021110412;938.8;5.5;0;0
RUE;2021110413;939.2;5.9;0;0.2
RUE;2021110414;939.9;4.2;0.6;0
RUE;2021110415;940.4;4.5;0;0.4
RUE;2021110416;940.8;4.7;0;0.1
RUE;2021110417;941.4;3.7;0;0
RUE;2021110418;942.1;3.4;0;0
RUE;2021110419;943;2.9;0;0
RUE;2021110420;943.2;3.1;0;0
RUE;2021110421;943.7;3.3;0;0
RUE;2021110422;944.2;3.7;0;0
RUE;2021110423;944.4;4;0;0
RUE;2021110500;944.9;4.2;0;0
RUE;2021110501;945.2;3.9;0;0
RUE;2021110502;945.4;4.1;0;0
RUE;2021110503;945.6;3.9;0;0
RUE;2021110504;946.2;3.9;0.1;0
RUE;2021110505;946.8;3.7;0;0
RUE;2021110506;947.3;3.7;0;0
RUE;2021110507;948;3.8;0;0
RUE;2021110508;949;4.2;0;0
RUE;2021110509;949.9;4.6;0;0
RUE;2021110510;950.5;5.2;0;0
RUE;2021110511;951.1;5.4;0.1;0
RUE;2021110512;951.3;5.6;0;0
RUE;2021110513;951.5;5.4;0;0
RUE;2021110514;951.7;6.1;0;0
RUE;2021110515;952;6.7;0;0.7
RUE;2021110516;952.6;5.6;0;0.2
RUE;2021110517;953.2;4.9;0;0
RUE;2021110518;953.9;4.6;0;0
RUE;2021110519;954.4;4.7;0;0
RUE;2021110520;954.8;4.3;0;0
RUE;2021110521;955.4;4.1;0;0
RUE;2021110522;955.7;4.3;0;0
RUE;2021110523;955.8;3.6;0;0
RUE;2021110600;956.1;3.4;0;0
RUE;2021110601;956.3;3.4;0;0
RUE;2021110602;956.2;3;0;0
RUE;2021110603;955.9;2.5;0;0
RUE;2021110604;956;2.6;0;0
RUE;2021110605;956.1;3.1;0;0
RUE;2021110606;956.2;3.2;0;0
RUE;2021110607;956.6;3.1;0;0
RUE;2021110608;957.1;3.3;0;0
RUE;2021110609;957.4;3.6;0;0
RUE;2021110610;957.4;4.2;0;0.1
RUE;2021110611;957.4;4.9;0;0.6
RUE;2021110612;956.7;6.1;0;1
RUE;2021110613;956.3;7.2;0;0.9
RUE;2021110614;956;7;0;0.5
RUE;2021110615;955.6;6.4;0;0.8
RUE;2021110616;955.5;5.3;0;0.3
RUE;2021110617;955.3;4.7;0;0
RUE;2021110618;955.3;4;0;0
RUE;2021110619;955.1;3.3;0;0
RUE;2021110620;954.9;2.8;0;0
RUE;2021110621;954.5;2.1;0;0
RUE;2021110622;954.2;2.2;0;0
RUE;2021110623;954.1;1.8;0;0
RUE;2021110700;954.4;1.5;0;0
RUE;2021110701;953.8;1.9;0;0
RUE;2021110702;953.7;1.9;0;0
RUE;2021110703;953.2;1.5;0;0
RUE;2021110704;952.4;1.3;0;0
RUE;2021110705;952.3;-0.2;0;0
RUE;2021110706;952.3;-1;0;0
RUE;2021110707;952.7;-1.1;0;0.1
RUE;2021110708;952.3;1.4;0;1
RUE;2021110709;951.7;3.8;0;1
RUE;2021110710;951.5;4.6;0;0.8
RUE;2021110711;951;6.1;0;1
RUE;2021110712;950.2;7.4;0;1
RUE;2021110713;949.7;8.5;0;1
RUE;2021110714;949.5;8.5;0;0.1
RUE;2021110715;949.3;8.1;0;0.1
RUE;2021110716;949.4;7.4;0;0
RUE;2021110717;949.2;7.1;0;0
RUE;2021110718;949.4;6.8;0;0
RUE;2021110719;949.6;6.1;0;0
RUE;2021110720;949.7;5.6;0;0
RUE;2021110721;949.5;5.8;0.1;0
RUE;2021110722;949.5;6;0;0
RUE;2021110723;949.3;5.8;0.2;0
RUE;2021110800;949.5;5.7;0;0
RUE;2021110801;949.6;5.6;0;0
RUE;2021110802;949.5;5.4;0;0
RUE;2021110803;949.5;5.3;0.2;0
RUE;2021110804;949.3;5;0;0
RUE;2021110805;949.4;4.7;0;0
RUE;2021110806;949.3;4.1;0;0
RUE;2021110807;949.7;3.9;0;0
RUE;2021110808;950.1;4.2;0;0
RUE;2021110809;950.2;4.8;0;0
RUE;2021110810;949.9;5.5;0;0.1
RUE;2021110811;949.9;6.1;0;0.2
RUE;2021110812;949.8;6.5;0;0.1
RUE;2021110813;949.7;6.7;0;0.7
RUE;2021110814;949.5;7.1;0;0.6
RUE;2021110815;949.6;7.2;0;1
RUE;2021110816;949.8;6.4;0;0.5
RUE;2021110817;950.3;5.9;0;0
RUE;2021110818;950.7;5.2;0;0
RUE;2021110819;951.1;4.7;0;0
RUE;2021110820;951.3;3.9;0;0
RUE;2021110821;951.5;3.4;0;0
RUE;2021110822;951.5;3.2;0;0
RUE;2021110823;951.5;2.7;0;0
RUE;2021110900;951.5;2.1;0;0
RUE;2021110901;951.4;2;0;0
RUE;2021110902;951.5;2.2;0;0
RUE;2021110903;951.5;1.8;0;0
RUE;2021110904;951.7;1.8;0;0
RUE;2021110905;951.8;1.4;0;0
RUE;2021110906;951.7;1.2;0;0
RUE;2021110907;951.8;1.3;0;0
RUE;2021110908;952.1;2;0;0
RUE;2021110909;952.2;2.9;0;0
RUE;2021110910;952.3;3.6;0;0.6
RUE;2021110911;952.2;4.8;0;1
RUE;2021110912;952;6.1;0;1
RUE;2021110913;951.4;6.3;0;1
RUE;2021110914;951.3;6.5;0;1
RUE;2021110915;951.5;5.9;0;1
RUE;2021110916;951.7;5;0;0.6
RUE;2021110917;952.1;4.3;0;0
RUE;2021110918;952.3;4.3;0;0
RUE;2021110919;952.5;3.9;0;0
RUE;2021110920;952.4;4.1;0;0
RUE;2021110921;952.2;4.5;0;0
RUE;2021110922;952.3;4.8;0;0
RUE;2021110923;952.5;4.3;0;0
RUE;2021111000;952.8;3.5;0;0
RUE;2021111001;952.7;3.5;0;0
RUE;2021111002;952.3;1.8;0;0
RUE;2021111003;952;2.3;0;0
RUE;2021111004;951.5;1.4;0;0
RUE;2021111005;951.5;1.6;0;0
RUE;2021111006;951.3;1.6;0;0
RUE;2021111007;951.2;1.9;0;0
RUE;2021111008;951.5;2.5;0;0
RUE;2021111009;951.7;3.4;0;0
RUE;2021111010;951.9;4.1;0;0
RUE;2021111011;951.9;4.8;0;0
RUE;2021111012;951.9;5.7;0;0
RUE;2021111013;951.5;6.2;0;0
RUE;2021111014;951.2;6.3;0;0
RUE;2021111015;951.2;6.1;0;0
