name,latitude,longitude,country,population,id,city,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
Sarandë,39.87534,20.00477,AL,15147,363243,Sarandë,9.39,11.64,13.44,15.19,19.44,22.83,26.36,26.04,22.59,20.27,15.91,11.09
Pogradec,40.9025,20.6525,AL,61530,781988,Pogradec,1.55,5.52,9.28,10.33,15.0,18.66,22.4,22.14,17.29,15.09,8.57,1.43
Kukës,42.07694,20.42194,AL,17832,782661,Kukës,2.56,6.59,9.9,10.78,15.76,19.4,22.64,22.31,16.86,15.05,9.09,1.53
Korçë,40.61861,20.78083,AL,58259,782756,Korçë,0.63,4.53,8.3,9.53,14.09,17.98,21.77,21.06,16.47,13.86,7.28,0.27
Gjirokastër,40.07583,20.13889,AL,23437,783148,Gjirokastër,6.57,9.15,11.61,13.02,17.48,20.81,24.67,23.88,20.1,17.9,13.1,7.81
Elbasan,41.1125,20.08222,AL,100903,783263,Elbasan,3.38,7.29,10.99,12.61,17.21,20.92,24.5,23.67,19.15,16.8,11.4,5.32
Burrel,41.61028,20.00889,AL,15405,783493,Burrel,2.91,6.64,10.43,11.64,16.34,19.59,23.43,22.73,17.88,15.63,10.46,3.27
Vlorë,40.4686,19.48318,AL,89546,3183719,Vlorë,7.07,10.26,12.97,14.96,19.61,23.43,26.61,26.11,21.89,19.49,14.71,8.89
Tirana,41.3275,19.81889,AL,418495,3183875,Tirana,5.62,9.06,11.84,13.46,17.56,20.84,24.34,23.69,19.81,17.45,13.11,7.09
Shkodër,42.06828,19.51258,AL,88245,3184081,Shkodër,4.72,8.36,12.24,13.43,18.57,21.34,25.56,25.09,19.71,17.08,12.07,4.94
Patos Fshat,40.64278,19.65083,AL,22679,3184517,Patos Fshat,4.97,8.59,11.65,13.62,18.21,22.01,25.37,24.5,20.29,18.12,13.05,7.05
Patos,40.68333,19.61944,AL,16000,3184518,Patos,5.44,8.93,11.82,13.83,18.4,22.19,25.46,24.67,20.45,18.28,13.34,7.45
Lushnjë,40.94194,19.705,AL,41469,3184862,Lushnjë,4.84,8.74,11.93,13.88,18.53,22.32,25.78,24.82,20.39,18.02,13.02,7.12
Lezhë,41.78361,19.64361,AL,18695,3184935,Lezhë,5.88,10.04,13.49,14.84,19.52,22.31,26.21,25.7,20.67,18.24,14.03,7.12
Laç,41.63556,19.71306,AL,24825,3185012,Laç,5.74,9.89,13.33,14.69,19.37,22.16,26.07,25.55,20.52,18.09,13.88,6.97
Krujë,41.50917,19.79278,AL,21286,3185082,Krujë,2.46,5.84,9.02,10.37,14.73,18.0,21.54,20.83,16.67,14.56,9.78,3.39
Kavajë,41.18556,19.55694,AL,29354,3185211,Kavajë,6.78,10.02,12.25,14.03,18.05,21.44,24.59,24.02,20.49,18.22,13.91,8.31
Fier-Çifçi,40.71667,19.56667,AL,60995,3185670,Fier-Çifçi,5.79,9.28,12.17,14.18,18.75,22.54,25.81,25.02,20.8,18.63,13.69,7.8
Fier,40.72389,19.55611,AL,56297,3185672,Fier,5.74,9.23,12.12,14.13,18.7,22.49,25.76,24.97,20.75,18.58,13.64,7.75
Durrës,41.32355,19.45469,AL,122034,3185728,Durrës,8.53,11.18,12.87,14.44,18.23,21.34,24.4,23.94,20.89,18.75,14.85,9.39
Berat,40.70583,19.95222,AL,46866,3186084,Berat,4.0,7.94,11.43,13.24,17.95,21.76,25.26,24.29,19.85,17.56,12.24,6.25
