name,latitude,longitude,country,population,id,city,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
Visaginas,55.59678,26.43984,LT,18024,593063,Visaginas,-6.13,-6.35,-0.75,4.07,13.07,14.66,19.55,16.36,12.35,4.6,2.58,-0.17
Vilnius,54.68916,25.2798,LT,542366,593116,Vilnius,-5.35,-5.57,0.19,4.77,13.66,15.46,19.87,17.24,13.12,4.8,3.56,0.19
Utena,55.49764,25.59918,LT,25397,593672,Utena,-5.56,-5.66,0.07,4.54,13.26,15.04,19.88,16.82,12.87,4.94,3.27,0.37
Ukmerge,55.25,24.75,LT,20154,593733,Ukmerge,-5.28,-5.43,0.51,4.9,13.33,15.37,20.14,17.29,13.16,5.01,3.61,0.6
Telsiai,55.98139,22.24722,LT,21294,593926,Telsiai,-4.83,-4.88,0.46,4.14,11.93,14.68,19.73,16.57,12.8,4.78,3.65,1.05
Taurage,55.25222,22.28972,LT,21203,593959,Taurage,-4.6,-4.53,1.2,5.17,12.74,15.62,20.42,17.63,13.43,5.27,4.14,1.41
Šiauliai,55.93333,23.31667,LT,99462,594739,Šiauliai,-5.12,-5.46,0.27,4.18,12.38,14.92,19.98,16.77,12.67,4.61,3.42,0.65
Radviliskis,55.81667,23.53333,LT,16344,595449,Radviliskis,-5.19,-5.57,0.34,4.28,12.52,14.98,20.02,16.8,12.69,4.61,3.38,0.59
Plunge,55.91139,21.84417,LT,18904,595689,Plunge,-4.46,-4.77,0.64,4.39,11.91,14.88,19.84,16.8,13.05,5.03,3.86,1.36
Panevėžys,55.73186,24.35983,LT,85885,596128,Panevėžys,-5.15,-5.51,0.68,4.89,13.27,15.47,20.41,17.38,13.17,5.18,3.71,0.84
Palanga,55.9175,21.06861,LT,18207,596238,Palanga,-2.73,-3.55,1.09,5.04,11.84,15.41,20.43,17.83,14.11,6.35,5.2,2.85
Fabijoniškės,54.73333,25.24167,LT,37000,596479,Fabijoniškės,-5.87,-6.1,-0.31,4.24,13.09,14.94,19.35,16.75,12.6,4.26,3.02,-0.34
Naujoji Vilnia,54.69515,25.41969,LT,36800,596713,Naujoji Vilnia,-5.79,-6.01,-0.27,4.37,13.31,15.05,19.47,16.81,12.7,4.41,3.16,-0.22
Mazeikiai,56.31667,22.33333,LT,32470,597188,Mazeikiai,-4.45,-4.76,0.67,4.26,12.29,15.01,20.16,16.92,13.08,5.06,3.87,1.44
Marijampolė,54.55991,23.35412,LT,34975,597231,Marijampolė,-4.6,-4.93,0.97,5.21,13.6,15.98,20.53,18.02,13.5,4.91,4.23,1.03
Kretinga,55.8888,21.24448,LT,17249,597989,Kretinga,-2.98,-3.75,0.98,4.92,11.81,15.32,20.33,17.67,13.95,6.14,5.0,2.65
Klaipėda,55.7068,21.13912,LT,172292,598098,Klaipėda,-2.57,-3.38,1.18,5.04,11.51,15.17,20.26,17.89,14.31,6.73,5.36,2.93
