name,latitude,longitude,country,population,id,city,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
Zwijndrecht,51.21979,4.32664,BE,18249,2783081,Zwijndrecht,2.79,1.99,3.47,6.51,13.29,18.05,16.34,17.73,15.35,11.64,8.48,2.88
Zwevegem,50.81268,3.33848,BE,23358,2783089,Zwevegem,3.46,2.72,3.16,6.41,13.08,17.66,16.3,17.31,15.32,11.56,8.41,2.94
Zottegem,50.86955,3.81052,BE,24434,2783175,Zottegem,2.99,2.21,3.06,6.17,12.89,17.58,16.11,17.23,15.14,11.3,8.24,2.58
Zonhoven,50.99064,5.36819,BE,19922,2783188,Zonhoven,2.28,1.29,3.03,6.46,13.13,17.98,16.29,17.78,15.2,11.25,8.24,2.12
Zolder,51.02455,5.30983,BE,17289,2783197,Zolder,2.37,1.39,3.14,6.52,13.19,18.04,16.35,17.82,15.25,11.3,8.29,2.18
Zemst,50.98318,4.46079,BE,21096,2783274,Zemst,2.83,2.03,3.31,6.5,13.21,17.97,16.35,17.65,15.38,11.47,8.45,2.6
Zele,51.06566,4.0403,BE,20236,2783293,Zele,2.97,2.27,3.44,6.48,13.22,17.91,16.35,17.61,15.32,11.61,8.48,2.89
Zedelgem,51.14236,3.1368,BE,21968,2783308,Zedelgem,3.75,3.06,3.59,6.51,12.82,17.22,16.37,17.32,15.39,12.06,8.79,3.7
Zaventem,50.88365,4.47298,BE,28188,2783310,Zaventem,2.74,1.87,3.02,6.28,12.95,17.66,16.14,17.4,15.24,11.27,8.29,2.39
Wondelgem,51.08705,3.70909,BE,23546,2783456,Wondelgem,3.12,2.45,3.45,6.48,13.23,17.93,16.38,17.55,15.33,11.68,8.48,3.01
Woluwe-Saint-Lambert,50.84389,4.42912,BE,56584,2783476,Woluwe-Saint-Lambert,2.77,1.86,2.81,6.19,12.83,17.5,16.07,17.27,15.22,11.18,8.24,2.24
Wilrijk,51.16734,4.39513,BE,41403,2783615,Wilrijk,2.64,1.79,3.34,6.39,13.18,18.0,16.24,17.64,15.23,11.5,8.34,2.71
Willebroek,51.06041,4.36019,BE,22808,2783632,Willebroek,2.79,2.0,3.39,6.49,13.23,17.99,16.33,17.67,15.34,11.53,8.45,2.73
Wevelgem,50.8,3.16667,BE,30954,2783759,Wevelgem,3.61,2.87,3.28,6.54,13.17,17.71,16.42,17.39,15.43,11.7,8.52,3.1
Wetteren,51.00526,3.88341,BE,22930,2783763,Wetteren,3.1,2.28,3.34,6.43,13.16,17.88,16.36,17.53,15.32,11.56,8.48,2.8
Westerlo,51.09049,4.91544,BE,22579,2783801,Westerlo,2.61,1.63,3.29,6.47,13.23,18.1,16.34,17.76,15.32,11.45,8.4,2.47
Wervik,50.78069,3.03854,BE,17340,2783820,Wervik,3.68,2.92,3.27,6.54,13.09,17.52,16.38,17.31,15.38,11.74,8.49,3.15
Wavre,50.71717,4.60138,BE,34305,2783941,Wavre,2.8,1.83,2.73,6.23,12.82,17.44,16.11,17.31,15.27,11.18,8.28,2.15
Watermael-Boitsfort,50.80154,4.41436,BE,25157,2783979,Watermael-Boitsfort,2.63,1.73,2.67,6.04,12.68,17.34,15.92,17.12,15.07,11.03,8.09,2.11
Waterloo,50.71469,4.3991,BE,29778,2783985,Waterloo,2.61,1.68,2.49,5.94,12.56,17.19,15.84,17.02,15.02,10.92,8.01,1.97
Waregem,50.88898,3.42756,BE,35896,2784068,Waregem,3.43,2.7,3.28,6.49,13.2,17.86,16.4,17.43,15.38,11.65,8.48,3.0
Walcourt,50.25401,4.43796,BE,17501,2784189,Walcourt,2.38,1.32,2.0,5.54,12.09,16.79,15.45,16.67,14.81,10.56,7.59,1.55
Visé,50.7376,5.69907,BE,17054,2784548,Visé,2.19,0.96,2.31,6.17,12.73,17.35,16.02,17.46,15.09,10.91,8.2,1.8
Vilvoorde,50.92814,4.42938,BE,36955,2784604,Vilvoorde,2.98,2.11,3.22,6.46,13.13,17.83,16.33,17.57,15.43,11.47,8.49,2.61
Verviers,50.58907,5.86241,BE,52824,2784821,Verviers,1.48,0.22,1.58,5.49,12.03,16.66,15.35,16.82,14.42,10.22,7.54,1.13
Uccle,50.80225,4.33943,BE,82929,2785123,Uccle,2.95,2.07,2.97,6.31,12.97,17.63,16.21,17.4,15.36,11.32,8.37,2.46
Turnhout,51.32254,4.94471,BE,44000,2785141,Turnhout,2.3,1.32,3.17,6.29,13.16,18.12,16.17,17.63,15.12,11.37,8.21,2.42
Tubize,50.69059,4.2009,BE,18000,2785169,Tubize,3.12,2.25,2.99,6.38,13.04,17.68,16.32,17.46,15.48,11.37,8.46,2.51
Tournai,50.60715,3.38932,BE,69554,2785341,Tournai,3.58,2.77,3.1,6.47,13.05,17.7,16.36,17.43,15.5,11.53,8.46,2.86
Torhout,51.0656,3.10085,BE,18933,2785364,Torhout,3.65,2.96,3.49,6.41,12.72,17.12,16.27,17.22,15.29,11.96,8.69,3.6
Tongeren,50.78054,5.46484,BE,29816,2785389,Tongeren,2.02,0.89,2.32,5.97,12.59,17.24,15.8,17.22,14.86,10.76,7.94,1.66
Tienen,50.80745,4.9378,BE,31743,2785470,Tienen,2.67,1.72,2.88,6.35,12.93,17.57,16.18,17.46,15.22,11.2,8.33,2.13
Tielt,50.99931,3.32707,BE,19299,2785476,Tielt,3.14,2.28,2.96,6.18,12.87,17.53,16.13,17.11,14.98,11.39,8.14,2.73
Tessenderlo,51.06513,5.08856,BE,16574,2785612,Tessenderlo,2.44,1.47,3.21,6.45,13.22,18.09,16.32,17.78,15.26,11.36,8.34,2.35
Tervuren,50.82372,4.51418,BE,20623,2785622,Tervuren,2.69,1.77,2.76,6.13,12.77,17.43,16.01,17.22,15.15,11.11,8.18,2.15
Temse,51.12794,4.21372,BE,26054,2785778,Temse,2.85,2.14,3.39,6.44,13.18,17.88,16.28,17.59,15.3,11.54,8.45,2.79
Stekene,51.2099,4.03651,BE,16989,2786087,Stekene,2.87,2.18,3.51,6.48,13.25,17.95,16.31,17.64,15.29,11.66,8.45,2.97
Stabroek,51.33189,4.37127,BE,17294,2786229,Stabroek,2.66,1.82,3.48,6.5,13.3,18.11,16.32,17.75,15.29,11.65,8.43,2.89
Soumagne,50.61385,5.74679,BE,15237,2786344,Soumagne,1.4,0.16,1.4,5.38,11.98,16.6,15.24,16.75,14.34,10.14,7.38,1.1
