name,latitude,longitude,country,population,id,city,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
Viljandi,58.36389,25.59,EE,17407,587577,Viljandi,-11.0,-9.78,-1.94,2.81,10.7,16.34,16.81,16.05,10.66,4.58,-0.08,-4.3
Tartu,58.38062,26.72509,EE,91407,588335,Tartu,-11.21,-9.27,-1.64,3.53,11.19,16.73,17.52,16.52,11.05,4.85,0.07,-4.3
Tallinn,59.43696,24.75353,EE,394024,588409,Tallinn,-8.91,-9.46,-1.56,2.64,9.32,16.13,17.11,16.45,11.33,5.04,0.32,-3.03
Pärnu,58.38588,24.49711,EE,40228,589580,Pärnu,-9.95,-9.58,-1.71,3.02,10.81,17.05,17.03,16.43,11.22,4.92,0.64,-3.71
Nõmme,59.37757,24.68587,EE,39422,589947,Nõmme,-9.09,-9.7,-1.85,2.34,8.96,15.81,16.82,16.18,11.08,4.76,0.09,-3.21
Narva,59.37722,28.19028,EE,54409,590031,Narva,-10.58,-8.95,-1.74,2.75,9.99,15.83,17.43,16.23,10.92,4.52,-0.61,-4.54
Maardu,59.46529,24.98215,EE,16630,590447,Maardu,-9.35,-10.62,-1.76,2.33,8.36,14.95,16.67,16.01,11.07,5.38,0.68,-2.64
Kohtla-Järve,59.39861,27.27306,EE,35395,591260,Kohtla-Järve,-10.15,-9.2,-2.0,2.38,9.2,15.0,17.27,16.15,10.87,4.48,-0.28,-4.19
